school,index,title,source,status,difficulty,scope,readme_section,relative_path,duplicate_group,dedupe_decision,notes
北京大学,072,中位数计算,保研,待补充,待定,,待补充题目,schools/北京大学/072-中位数计算.md,,keep,
北京大学,073,谁是你的潜在朋友,保研,待补充,待定,,待补充题目,schools/北京大学/073-谁是你的潜在朋友.md,,keep,
北京大学,074,数制转换,保研,待补充,待定,,待补充题目,schools/北京大学/074-数制转换.md,,keep,
北京大学,075,Financial Management,保研,待补充,待定,,待补充题目,schools/北京大学/075-Financial Management.md,,keep,
北京大学,076,Digital Roots,保研,待补充,待定,,待补充题目,schools/北京大学/076-Digital Roots.md,,keep,
北京大学,077,与 7 无关的数的平方和,保研,待补充,待定,,待补充题目,schools/北京大学/077-与 7 无关的数的平方和.md,,keep,
北京大学,078,False Coin,保研,待补充,待定,,待补充题目,schools/北京大学/078-False Coin.md,,keep,
北京大学,079,合唱队形,保研,待补充,待定,,待补充题目,schools/北京大学/079-合唱队形.md,,keep,
北京大学,080,鸡兔同笼,保研,待补充,待定,,待补充题目,schools/北京大学/080-鸡兔同笼.md,,keep,
北京大学,081,全排列,保研,待补充,待定,,待补充题目,schools/北京大学/081-全排列.md,,keep,
北京大学,082,打怪救公主,考研,待补充,待定,,待补充题目,schools/北京大学/082-打怪救公主.md,,keep,
北京大学,083,最低通行费,考研,待补充,待定,,待补充题目,schools/北京大学/083-最低通行费.md,,keep,
北京大学,084,田忌赛马,考研,待补充,待定,,待补充题目,schools/北京大学/084-田忌赛马.md,,keep,
北京大学,085,堆栈基本操作,考研,待补充,待定,,待补充题目,schools/北京大学/085-堆栈基本操作.md,,keep,
北京大学,086,进制转换 2,考研,待补充,待定,,待补充题目,schools/北京大学/086-进制转换 2.md,,keep,
北京大学,087,7 整除,考研,待补充,待定,,待补充题目,schools/北京大学/087-7 整除.md,,keep,
北京大学,088,Counterfeit Dollar,考研,待补充,待定,,待补充题目,schools/北京大学/088-Counterfeit Dollar.md,,keep,
北京大学,089,谁是你的潜在朋友,考研,待补充,待定,,待补充题目,schools/北京大学/089-谁是你的潜在朋友.md,,keep,
北京大学,090,括号匹配问题,考研,待补充,待定,,待补充题目,schools/北京大学/090-括号匹配问题.md,,keep,
北京大学,091,打印极值点下标,考研,待补充,待定,,待补充题目,schools/北京大学/091-打印极值点下标.md,,keep,
北京大学,092,整数奇偶排序,考研,待补充,待定,,待补充题目,schools/北京大学/092-整数奇偶排序.md,,keep,
北京大学,093,利润提成,考研,待补充,待定,,待补充题目,schools/北京大学/093-利润提成.md,,keep,
北京大学,094,学分绩点,考研,待补充,待定,,待补充题目,schools/北京大学/094-学分绩点.md,,keep,
北京大学,095,Biorhythms,考研,待补充,待定,,待补充题目,schools/北京大学/095-Biorhythms.md,,keep,
北京大学,096,全排列,考研,待补充,待定,,待补充题目,schools/北京大学/096-全排列.md,,keep,
北京大学,097,神奇的口袋,考研,待补充,待定,,待补充题目,schools/北京大学/097-神奇的口袋.md,,keep,
北京大学,098,吃糖果,考研,待补充,待定,,待补充题目,schools/北京大学/098-吃糖果.md,,keep,
北京大学,099,密码翻译,考研,待补充,待定,,待补充题目,schools/北京大学/099-密码翻译.md,,keep,
北京大学,100,合唱队形,考研,待补充,待定,,待补充题目,schools/北京大学/100-合唱队形.md,,keep,
北京大学,101,单词替换,考研,待补充,待定,,待补充题目,schools/北京大学/101-单词替换.md,,keep,
北京大学,102,求 1 到 n 的和,考研,待补充,待定,,待补充题目,schools/北京大学/102-求 1 到 n 的和.md,,keep,
北京大学,103,子串计算,考研,待补充,待定,,待补充题目,schools/北京大学/103-子串计算.md,,keep,
北京大学,104,加减乘除,考研,待补充,待定,,待补充题目,schools/北京大学/104-加减乘除.md,,keep,
北京大学,105,数制转换,考研,待补充,待定,,待补充题目,schools/北京大学/105-数制转换.md,,keep,
北京大学,106,最大上升子序列和,考研,待补充,待定,,待补充题目,schools/北京大学/106-最大上升子序列和.md,,keep,
北京大学,107,Jugs,考研,待补充,待定,,待补充题目,schools/北京大学/107-Jugs.md,,keep,
北京大学,108,Number Steps,考研,待补充,待定,,待补充题目,schools/北京大学/108-Number Steps.md,,keep,
北京大学,109,二叉树 2,考研,待补充,待定,,待补充题目,schools/北京大学/109-二叉树 2.md,,keep,
北京大学,110,拦截导弹,考研,待补充,待定,,待补充题目,schools/北京大学/110-拦截导弹.md,,keep,
北京大学,111,Freckles,考研,待补充,待定,,待补充题目,schools/北京大学/111-Freckles.md,,keep,
北京大学,112,鸡兔同笼,考研,待补充,待定,,待补充题目,schools/北京大学/112-鸡兔同笼.md,,keep,
北京大学,113,False coin,考研,待补充,待定,,待补充题目,schools/北京大学/113-False coin.md,,keep,
北京大学,114,字符串排序,考研,待补充,待定,,待补充题目,schools/北京大学/114-字符串排序.md,,keep,
北京大学,115,坠落的蚂蚁,考研,待补充,待定,,待补充题目,schools/北京大学/115-坠落的蚂蚁.md,,keep,
北京大学,116,Primary Arithmetic,考研,待补充,待定,,待补充题目,schools/北京大学/116-Primary Arithmetic.md,,keep,
北京大学,117,求平均年龄,考研,待补充,待定,,待补充题目,schools/北京大学/117-求平均年龄.md,,keep,
北京大学,118,Integer Inquiry,考研,待补充,待定,,待补充题目,schools/北京大学/118-Integer Inquiry.md,,keep,
北京大学,119,二叉树,考研,待补充,待定,,待补充题目,schools/北京大学/119-二叉树.md,,keep,
北京大学,120,位操作练习,考研,待补充,待定,,待补充题目,schools/北京大学/120-位操作练习.md,,keep,
北京大学,121,八皇后,考研,待补充,待定,,待补充题目,schools/北京大学/121-八皇后.md,,keep,
北京大学,122,浮点数加法,考研,待补充,待定,,待补充题目,schools/北京大学/122-浮点数加法.md,,keep,
北京大学,123,放苹果,考研,待补充,待定,,待补充题目,schools/北京大学/123-放苹果.md,,keep,
北京大学,124,字符串排序 2,考研,待补充,待定,,待补充题目,schools/北京大学/124-字符串排序 2.md,,keep,
北京大学,125,计算 Sn,考研,待补充,待定,,待补充题目,schools/北京大学/125-计算 Sn.md,,keep,
北京大学,126,首字母大写,考研,待补充,待定,,待补充题目,schools/北京大学/126-首字母大写.md,,keep,
北京大学,127,小白鼠排队,考研,待补充,待定,,待补充题目,schools/北京大学/127-小白鼠排队.md,,keep,
北京大学,128,日志排序,考研,待补充,待定,,待补充题目,schools/北京大学/128-日志排序.md,,keep,
北京大学,129,最大子矩阵,考研,待补充,待定,,待补充题目,schools/北京大学/129-最大子矩阵.md,,keep,
北京大学,130,采药,考研,待补充,待定,,待补充题目,schools/北京大学/130-采药.md,,keep,
北京师范大学,001,队伍最少交换次数,保研,已整理,简单,"二分,数据结构,队列",已整理题目,schools/北京师范大学/001-队伍最少交换次数.md,,keep,
北京师范大学,002,拼接数字大串的第k位,保研,已整理,中等,"字符串,数学",已整理题目,schools/北京师范大学/002-拼接数字大串的第k位.md,,keep,
北京师范大学,003,单词方阵,保研,已整理,中等,"字符串,数学",已整理题目,schools/北京师范大学/003-单词方阵.md,,keep,
北京师范大学,004,素数回文数的个数,保研,已整理,简单,数学,已整理题目,schools/北京师范大学/004-素数回文数的个数.md,,keep,
北京师范大学,005,神经网络,保研,已整理,中等,"图论,数学",已整理题目,schools/北京师范大学/005-神经网络.md,,keep,
北京师范大学,006,矩阵乘法,保研,已整理,困难,"图论,数学",已整理题目,schools/北京师范大学/006-矩阵乘法.md,,keep,
北京师范大学,007,驼峰命名法转下划线命名法,保研,已整理,简单,"字符串,数学",已整理题目,schools/北京师范大学/007-驼峰命名法转下划线命名法.md,,keep,
北京师范大学,008,数组拆分,保研,待补充,待定,,待补充题目,schools/北京师范大学/008-数组拆分.md,,keep,
北京师范大学,009,面试安排问题,保研,待补充,待定,,待补充题目,schools/北京师范大学/009-面试安排问题.md,,keep,
北京师范大学,010,G/H串前缀翻转,保研,待补充,待定,,待补充题目,schools/北京师范大学/010-G／H串前缀翻转.md,,keep,
北京师范大学,011,最长严格上升子串,保研,待补充,待定,,待补充题目,schools/北京师范大学/011-最长严格上升子串.md,,keep,
北京师范大学,012,最大加权矩形,保研,待补充,待定,,待补充题目,schools/北京师范大学/012-最大加权矩形.md,,keep,
北京师范大学,013,螺旋矩阵,保研,待补充,待定,,待补充题目,schools/北京师范大学/013-螺旋矩阵.md,,keep,
北京师范大学,014,数列,保研,待补充,待定,,待补充题目,schools/北京师范大学/014-数列.md,,keep,
北京师范大学,015,产生数,保研,待补充,待定,,待补充题目,schools/北京师范大学/015-产生数.md,,keep,
北京师范大学,016,分数序列,保研,待补充,待定,,待补充题目,schools/北京师范大学/016-分数序列.md,,keep,
北京师范大学,017,数列比较,保研,待补充,待定,,待补充题目,schools/北京师范大学/017-数列比较.md,,keep,
北京师范大学,018,猴子打字,保研,待补充,待定,,待补充题目,schools/北京师范大学/018-猴子打字.md,,keep,
北京师范大学,019,最少交换次数,保研,待补充,待定,,待补充题目,schools/北京师范大学/019-最少交换次数.md,,keep,
北京师范大学,020,A除以B,保研,待补充,待定,,待补充题目,schools/北京师范大学/020-A除以B.md,,keep,
北京师范大学,021,砍树,保研,待补充,待定,,待补充题目,schools/北京师范大学/021-砍树.md,,keep,
北京理工大学,001,将偶数表示为两个素数之和,保研,已整理,简单,"排序,数学",已整理题目,schools/北京理工大学/001-将偶数表示为两个素数之和.md,,keep,
北京理工大学,002,判断身份证校验位是否正确,保研,已整理,简单,数学,已整理题目,schools/北京理工大学/002-判断身份证校验位是否正确.md,,keep,
北京理工大学,003,日期类,保研,已整理,简单,数学,已整理题目,schools/北京理工大学/003-日期类.md,北京理工大学-dup-01,remove,
北京理工大学,004,弹地小球,保研,已整理,简单,数学,已整理题目,schools/北京理工大学/004-弹地小球.md,,keep,
北京理工大学,005,围圈报数,保研,已整理,中等,"数据结构,链表,数学",已整理题目,schools/北京理工大学/005-围圈报数.md,,keep,
北京理工大学,006,字符串重复组合,考研,已整理,中等,"字符串,数学",已整理题目,schools/北京理工大学/006-字符串重复组合.md,,keep,
北京理工大学,007,一元二次方程,考研,已整理,简单,数学,已整理题目,schools/北京理工大学/007-一元二次方程.md,,keep,
北京理工大学,008,身份证校验,考研,已整理,简单,"字符串,数学",已整理题目,schools/北京理工大学/008-身份证校验.md,,keep,
北京理工大学,009,整型存储1,考研,已整理,简单,数学,已整理题目,schools/北京理工大学/009-整型存储1.md,,keep,
北京理工大学,010,反序相等,考研,已整理,简单,数学,已整理题目,schools/北京理工大学/010-反序相等.md,,keep,
北京理工大学,011,分组统计,考研,已整理,中等,数学,已整理题目,schools/北京理工大学/011-分组统计.md,,keep,
北京理工大学,012,单词识别,考研,已整理,简单,"哈希,字符串,数学",已整理题目,schools/北京理工大学/012-单词识别.md,,keep,
北京理工大学,013,邮票2,考研,已整理,简单,模拟,已整理题目,schools/北京理工大学/013-邮票2.md,,keep,
北京理工大学,014,分段函数,考研,已整理,简单,数学,已整理题目,schools/北京理工大学/014-分段函数.md,,keep,
北京理工大学,015,直角三角形,考研,已整理,简单,数学,已整理题目,schools/北京理工大学/015-直角三角形.md,,keep,
北京理工大学,016,最后一个重复数字,保研,待补充,待定,,待补充题目,schools/北京理工大学/016-最后一个重复数字.md,,keep,
北京理工大学,017,二分查找统计次数,保研,待补充,待定,,待补充题目,schools/北京理工大学/017-二分查找统计次数.md,,keep,
北京理工大学,018,学生成绩处理,保研,待补充,待定,,待补充题目,schools/北京理工大学/018-学生成绩处理.md,,keep,
北京理工大学,019,球的计算,保研,待补充,待定,,待补充题目,schools/北京理工大学/019-球的计算.md,,keep,
北京理工大学,020,日期累加,保研,待补充,待定,,待补充题目,schools/北京理工大学/020-日期累加.md,,keep,
北京理工大学,021,学生查询,保研,待补充,待定,,待补充题目,schools/北京理工大学/021-学生查询.md,,keep,
北京理工大学,022,整数和,保研,待补充,待定,,待补充题目,schools/北京理工大学/022-整数和.md,,keep,
北京理工大学,023,阶乘,保研,待补充,待定,,待补充题目,schools/北京理工大学/023-阶乘.md,,keep,
北京理工大学,024,一元二次方程,保研,待补充,待定,,待补充题目,schools/北京理工大学/024-一元二次方程.md,,keep,
北京理工大学,025,分段函数计算,保研,待补充,待定,,待补充题目,schools/北京理工大学/025-分段函数计算.md,,keep,
北京理工大学,026,墨滴扩散,考研,待补充,待定,,待补充题目,schools/北京理工大学/026-墨滴扩散.md,,keep,
北京理工大学,027,重复数字,考研,待补充,待定,,待补充题目,schools/北京理工大学/027-重复数字.md,,keep,
北京理工大学,028,字符串解析,考研,待补充,待定,,待补充题目,schools/北京理工大学/028-字符串解析.md,,keep,
北京理工大学,029,对称平方数,考研,待补充,待定,,待补充题目,schools/北京理工大学/029-对称平方数.md,,keep,
北京理工大学,030,弹地小球,考研,待补充,待定,,待补充题目,schools/北京理工大学/030-弹地小球.md,,keep,
北京理工大学,031,日期累加,考研,待补充,待定,,待补充题目,schools/北京理工大学/031-日期累加.md,,keep,
北京理工大学,032,多项式的值,考研,待补充,待定,,待补充题目,schools/北京理工大学/032-多项式的值.md,,keep,
北京理工大学,033,重载运算符,考研,待补充,待定,,待补充题目,schools/北京理工大学/033-重载运算符.md,,keep,
北京理工大学,034,加法等式,考研,待补充,待定,,待补充题目,schools/北京理工大学/034-加法等式.md,,keep,
北京理工大学,035,计算天数,考研,待补充,待定,,待补充题目,schools/北京理工大学/035-计算天数.md,,keep,
北京理工大学,036,整数和,考研,待补充,待定,,待补充题目,schools/北京理工大学/036-整数和.md,,keep,
北京理工大学,037,递归求阶乘,考研,待补充,待定,,待补充题目,schools/北京理工大学/037-递归求阶乘.md,,keep,
北京理工大学,038,复数加法,考研,待补充,待定,,待补充题目,schools/北京理工大学/038-复数加法.md,,keep,
北京理工大学,039,学生查询,考研,待补充,待定,,待补充题目,schools/北京理工大学/039-学生查询.md,,keep,
北京理工大学,040,完数与盈数,考研,待补充,待定,,待补充题目,schools/北京理工大学/040-完数与盈数.md,,keep,
北京理工大学,041,三角形相加,考研,待补充,待定,,待补充题目,schools/北京理工大学/041-三角形相加.md,,keep,
北京理工大学,042,球的计算,考研,待补充,待定,,待补充题目,schools/北京理工大学/042-球的计算.md,,keep,
北京理工大学,043,判断数字位置,考研,待补充,待定,,待补充题目,schools/北京理工大学/043-判断数字位置.md,,keep,
北京理工大学,044,编排字符串,考研,待补充,待定,,待补充题目,schools/北京理工大学/044-编排字符串.md,,keep,
北京理工大学,045,围圈报数,考研,待补充,待定,,待补充题目,schools/北京理工大学/045-围圈报数.md,,keep,
北京理工大学,046,整型存储,考研,待补充,待定,,待补充题目,schools/北京理工大学/046-整型存储.md,,keep,
北京理工大学,047,点的距离,考研,待补充,待定,,待补充题目,schools/北京理工大学/047-点的距离.md,,keep,
北京航空航天大学,001,老鼠找食物的最短路径,保研,已整理,中等,"图论,最短路",已整理题目,schools/北京航空航天大学/001-老鼠找食物的最短路径.md,,keep,待复核
北京航空航天大学,002,数组与堆,保研,已整理,简单,"数据结构,堆,数学",已整理题目,schools/北京航空航天大学/002-数组与堆.md,,keep,待复核
北京航空航天大学,003,数字塔,保研,已整理,困难,"二分,数学",已整理题目,schools/北京航空航天大学/003-数字塔.md,北京航空航天大学-dup-01,remove,待复核，同文件重复题名
北京航空航天大学,004,最大化求和,保研,已整理,困难,数学,已整理题目,schools/北京航空航天大学/004-最大化求和.md,,keep,待复核
北京航空航天大学,005,数据位置,保研,已整理,简单,数学,已整理题目,schools/北京航空航天大学/005-数据位置.md,,keep,待复核
北京航空航天大学,006,核酸队伍,保研,已整理,中等,数学,已整理题目,schools/北京航空航天大学/006-核酸队伍.md,,keep,待复核
北京航空航天大学,007,复杂计算器,保研,已整理,中等,"字符串,数学,模拟",已整理题目,schools/北京航空航天大学/007-复杂计算器.md,,keep,待复核
北京航空航天大学,008,旋转矩阵,保研,已整理,简单,数学,已整理题目,schools/北京航空航天大学/008-旋转矩阵.md,,keep,待复核
北京航空航天大学,009,三叉树的最短路径,保研,已整理,困难,"图论,最短路,树",已整理题目,schools/北京航空航天大学/009-三叉树的最短路径.md,,keep,待复核
北京航空航天大学,010,模拟编译系统,考研,已整理,中等,"数学,模拟",已整理题目,schools/北京航空航天大学/010-模拟编译系统.md,,keep,
北京航空航天大学,011,等差序列,考研,已整理,中等,数学,已整理题目,schools/北京航空航天大学/011-等差序列.md,,keep,
北京航空航天大学,012,阶乘和,考研,已整理,简单,数学,已整理题目,schools/北京航空航天大学/012-阶乘和.md,,keep,
北京航空航天大学,013,字符串匹配,考研,已整理,中等,"字符串,数学",已整理题目,schools/北京航空航天大学/013-字符串匹配.md,,keep,
北京航空航天大学,014,学生身高分配问题,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/014-学生身高分配问题.md,,keep,待复核
北京航空航天大学,015,二进制序列操作,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/015-二进制序列操作.md,,keep,待复核
北京航空航天大学,016,蓄水池储水,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/016-蓄水池储水.md,,keep,待复核
北京航空航天大学,017,通讯录查询,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/017-通讯录查询.md,,keep,待复核
北京航空航天大学,018,图的连通性查询,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/018-图的连通性查询.md,,keep,待复核
北京航空航天大学,019,神奇2的幂,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/019-神奇2的幂.md,,keep,待复核
北京航空航天大学,020,通讯录,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/020-通讯录.md,,keep,待复核
北京航空航天大学,021,是否互通,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/021-是否互通.md,,keep,待复核
北京航空航天大学,022,二进序列,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/022-二进序列.md,,keep,待复核
北京航空航天大学,023,神奇 2 的幂,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/023-神奇 2 的幂.md,,keep,待复核
北京航空航天大学,024,蓄水池,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/024-蓄水池.md,,keep,待复核
北京航空航天大学,025,提取函数调用及参数,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/025-提取函数调用及参数.md,,keep,待复核
北京航空航天大学,026,个位为1的素数,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/026-个位为1的素数.md,,keep,待复核
北京航空航天大学,027,等差素数序列,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/027-等差素数序列.md,,keep,待复核
北京航空航天大学,028,连续合数段,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/028-连续合数段.md,,keep,待复核
北京航空航天大学,029,函数调用深度分析,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/029-函数调用深度分析.md,,keep,待复核
北京航空航天大学,030,完全二叉排序树的层序遍历,保研,待补充,待定,,待补充题目,schools/北京航空航天大学/030-完全二叉排序树的层序遍历.md,,keep,待复核
北京航空航天大学,031,空闲块,考研,待补充,待定,,待补充题目,schools/北京航空航天大学/031-空闲块.md,,keep,
北京航空航天大学,032,连续合数段,考研,待补充,待定,,待补充题目,schools/北京航空航天大学/032-连续合数段.md,,keep,
北京航空航天大学,033,三叉树,考研,待补充,待定,,待补充题目,schools/北京航空航天大学/033-三叉树.md,,keep,
北京航空航天大学,034,旋转矩阵,考研,待补充,待定,,待补充题目,schools/北京航空航天大学/034-旋转矩阵.md,,keep,
北京航空航天大学,035,八皇后,考研,待补充,待定,,待补充题目,schools/北京航空航天大学/035-八皇后.md,,keep,
北京航空航天大学,036,最简真分数,考研,待补充,待定,,待补充题目,schools/北京航空航天大学/036-最简真分数.md,,keep,
北京航空航天大学,037,迭代求立方根,考研,待补充,待定,,待补充题目,schools/北京航空航天大学/037-迭代求立方根.md,,keep,
北京航空航天大学,038,素数,考研,待补充,待定,,待补充题目,schools/北京航空航天大学/038-素数.md,,keep,
北京邮电大学,001,二进制逆序转换,保研,已整理,中等,数学,已整理题目,schools/北京邮电大学/001-二进制逆序转换.md,,keep,
北京邮电大学,002,复数集合操作,保研,已整理,简单,数学,已整理题目,schools/北京邮电大学/002-复数集合操作.md,,keep,
北京邮电大学,003,统计's'和'8'的个数,保研,已整理,简单,数学,已整理题目,schools/北京邮电大学/003-统计's'和'8'的个数.md,,keep,
北京邮电大学,004,字符串序列操作,保研,已整理,中等,"字符串,排序,数学",已整理题目,schools/北京邮电大学/004-字符串序列操作.md,,keep,
北京邮电大学,005,树节点距离计算,保研,已整理,简单,"树,数学",已整理题目,schools/北京邮电大学/005-树节点距离计算.md,,keep,
北京邮电大学,006,二叉树,考研,已整理,困难,"图论,最短路,二叉树",已整理题目,schools/北京邮电大学/006-二叉树.md,,keep,
北京邮电大学,007,二进制数字翻转,考研,已整理,简单,数学,已整理题目,schools/北京邮电大学/007-二进制数字翻转.md,,keep,
北京邮电大学,008,最长平衡串,考研,已整理,简单,"字符串,数学",已整理题目,schools/北京邮电大学/008-最长平衡串.md,,keep,
北京邮电大学,009,复制、剪切、粘贴,考研,已整理,简单,"字符串,数学",已整理题目,schools/北京邮电大学/009-复制、剪切、粘贴.md,,keep,
北京邮电大学,010,进程管理,考研,已整理,简单,数学,已整理题目,schools/北京邮电大学/010-进程管理.md,,keep,
北京邮电大学,011,最长连续等差子数列,考研,已整理,简单,数学,已整理题目,schools/北京邮电大学/011-最长连续等差子数列.md,,keep,
北京邮电大学,012,日期,考研,已整理,中等,"字符串,数学",已整理题目,schools/北京邮电大学/012-日期.md,,keep,
北京邮电大学,013,统计时间间隔,考研,已整理,简单,数学,已整理题目,schools/北京邮电大学/013-统计时间间隔.md,,keep,
北京邮电大学,014,中位数,考研,已整理,简单,"二分,数学",已整理题目,schools/北京邮电大学/014-中位数.md,,keep,
北京邮电大学,015,二叉排序树,考研,已整理,困难,"二叉树,排序,数学",已整理题目,schools/北京邮电大学/015-二叉排序树.md,,keep,
北京邮电大学,016,打印字符串,考研,已整理,简单,"字符串,数学",已整理题目,schools/北京邮电大学/016-打印字符串.md,,keep,
北京邮电大学,017,反转单词,考研,已整理,简单,"字符串,数学",已整理题目,schools/北京邮电大学/017-反转单词.md,,keep,
北京邮电大学,018,中序遍历序列,考研,已整理,中等,"二叉树,搜索,排序",已整理题目,schools/北京邮电大学/018-中序遍历序列.md,,keep,
北京邮电大学,019,众数,考研,已整理,简单,数学,已整理题目,schools/北京邮电大学/019-众数.md,,keep,
北京邮电大学,020,912 星球的研究生,考研,已整理,简单,数学,已整理题目,schools/北京邮电大学/020-912 星球的研究生.md,,keep,
北京邮电大学,021,查找,考研,已整理,中等,"字符串,数学",已整理题目,schools/北京邮电大学/021-查找.md,,keep,
北京邮电大学,022,树查找,考研,已整理,中等,"二叉树,数学",已整理题目,schools/北京邮电大学/022-树查找.md,,keep,
北京邮电大学,023,Python List,考研,已整理,中等,"字符串,排序,数学",已整理题目,schools/北京邮电大学/023-Python List.md,,keep,
北京邮电大学,024,Three Points On A Line,考研,已整理,简单,模拟,已整理题目,schools/北京邮电大学/024-Three Points On A Line.md,,keep,
北京邮电大学,025,网络传输,考研,已整理,中等,"图论,哈希,数学",已整理题目,schools/北京邮电大学/025-网络传输.md,,keep,
北京邮电大学,026,第K小的数,考研,已整理,中等,"二分,数学",已整理题目,schools/北京邮电大学/026-第K小的数.md,,keep,
北京邮电大学,027,输出图像数字,保研,待补充,待定,,待补充题目,schools/北京邮电大学/027-输出图像数字.md,,keep,
北京邮电大学,028,个数相等,保研,待补充,待定,,待补充题目,schools/北京邮电大学/028-个数相等.md,,keep,
北京邮电大学,029,二叉树遍历转换,保研,待补充,待定,,待补充题目,schools/北京邮电大学/029-二叉树遍历转换.md,,keep,
北京邮电大学,030,Special数,保研,待补充,待定,,待补充题目,schools/北京邮电大学/030-Special数.md,,keep,
北京邮电大学,031,查找第K小数,保研,待补充,待定,,待补充题目,schools/北京邮电大学/031-查找第K小数.md,,keep,
北京邮电大学,032,比较奇偶数个数,保研,待补充,待定,,待补充题目,schools/北京邮电大学/032-比较奇偶数个数.md,,keep,
北京邮电大学,033,32位二进制串加法,保研,待补充,待定,,待补充题目,schools/北京邮电大学/033-32位二进制串加法.md,,keep,
北京邮电大学,034,城市间昼夜最短路径问题,保研,待补充,待定,,待补充题目,schools/北京邮电大学/034-城市间昼夜最短路径问题.md,,keep,
北京邮电大学,035,最短路径,考研,待补充,待定,,待补充题目,schools/北京邮电大学/035-最短路径.md,,keep,
北京邮电大学,036,方块阵,考研,待补充,待定,,待补充题目,schools/北京邮电大学/036-方块阵.md,,keep,
北京邮电大学,037,数字填充,考研,待补充,待定,,待补充题目,schools/北京邮电大学/037-数字填充.md,,keep,
北京邮电大学,038,发财数,考研,待补充,待定,,待补充题目,schools/北京邮电大学/038-发财数.md,,keep,
北京邮电大学,039,二叉树的层数,考研,待补充,待定,,待补充题目,schools/北京邮电大学/039-二叉树的层数.md,,keep,
北京邮电大学,040,Special数,考研,待补充,待定,,待补充题目,schools/北京邮电大学/040-Special数.md,,keep,
北京邮电大学,041,中序遍历树,考研,待补充,待定,,待补充题目,schools/北京邮电大学/041-中序遍历树.md,,keep,
北京邮电大学,042,分数加法,考研,待补充,待定,,待补充题目,schools/北京邮电大学/042-分数加法.md,,keep,
北京邮电大学,043,字符串操作,考研,待补充,待定,,待补充题目,schools/北京邮电大学/043-字符串操作.md,,keep,
北京邮电大学,044,IP 地址,考研,待补充,待定,,待补充题目,schools/北京邮电大学/044-IP 地址.md,,keep,
北京邮电大学,045,虚数,考研,待补充,待定,,待补充题目,schools/北京邮电大学/045-虚数.md,,keep,
北京邮电大学,046,比较奇偶数个数,考研,待补充,待定,,待补充题目,schools/北京邮电大学/046-比较奇偶数个数.md,,keep,
北京邮电大学,047,最近公共祖先,考研,待补充,待定,,待补充题目,schools/北京邮电大学/047-最近公共祖先.md,,keep,
北京邮电大学,048,旋转图像,考研,待补充,待定,,待补充题目,schools/北京邮电大学/048-旋转图像.md,,keep,
北京邮电大学,049,寻找宝藏寻找宝藏,考研,待补充,待定,,待补充题目,schools/北京邮电大学/049-寻找宝藏寻找宝藏.md,,keep,
北京邮电大学,050,A + B Problem,考研,待补充,待定,,待补充题目,schools/北京邮电大学/050-A + B Problem.md,,keep,
北京邮电大学,051,Single Number,考研,待补充,待定,,待补充题目,schools/北京邮电大学/051-Single Number.md,,keep,
北京邮电大学,052,C翻转,考研,待补充,待定,,待补充题目,schools/北京邮电大学/052-C翻转.md,,keep,
北京邮电大学,053,最值问题,考研,待补充,待定,,待补充题目,schools/北京邮电大学/053-最值问题.md,,keep,
北京邮电大学,054,文件系统,考研,待补充,待定,,待补充题目,schools/北京邮电大学/054-文件系统.md,,keep,
北京邮电大学,055,网络的核,考研,待补充,待定,,待补充题目,schools/北京邮电大学/055-网络的核.md,,keep,
北京邮电大学,056,三元组,考研,待补充,待定,,待补充题目,schools/北京邮电大学/056-三元组.md,,keep,
北京邮电大学,057,字符串转换,考研,待补充,待定,,待补充题目,schools/北京邮电大学/057-字符串转换.md,,keep,
北京邮电大学,058,非平方等式,考研,待补充,待定,,待补充题目,schools/北京邮电大学/058-非平方等式.md,,keep,
北京邮电大学,059,打牌,考研,待补充,待定,,待补充题目,schools/北京邮电大学/059-打牌.md,,keep,
北京邮电大学,060,找最小数,考研,待补充,待定,,待补充题目,schools/北京邮电大学/060-找最小数.md,,keep,
北京邮电大学,061,统计节点个数,考研,待补充,待定,,待补充题目,schools/北京邮电大学/061-统计节点个数.md,,keep,
北京邮电大学,062,图像识别,考研,待补充,待定,,待补充题目,schools/北京邮电大学/062-图像识别.md,,keep,
北京邮电大学,063,内存分配,考研,待补充,待定,,待补充题目,schools/北京邮电大学/063-内存分配.md,,keep,
北京邮电大学,064,复数集合,考研,待补充,待定,,待补充题目,schools/北京邮电大学/064-复数集合.md,,keep,
北京邮电大学,065,二进制数,考研,待补充,待定,,待补充题目,schools/北京邮电大学/065-二进制数.md,,keep,
